,sex,row_number,liters_drunk,age,drink,check_number,label
1879,1,12.0,2.0,50,Bugbeer,6854,0
1880,1,67.0,3.0,68,Strong beer,8873,1
1881,0,70.0,5.0,22,Strong beer,7060,1
1882,1,36.0,3.0,71,Water,9004,1
1883,1,32.0,2.4767078189300413,74,Beerbeer,3675,1
1884,0,95.0,4.0,46,Fanta,6680,1
1885,0,83.0,5.0,71,Beerbeer,8382,1
1886,1,100.0,0.0,43,Strong beer,4754,1
1887,1,33.0,1.0,64,Strong beer,983,1
1888,0,79.0,0.0,63,Water,7649,1
1889,0,17.0,1.0,72,Beerbeer,8034,0
1890,1,72.0,0.0,19,Cola,687,0
1891,1,47.0,2.4767078189300413,63,Fanta,2975,0
1892,0,16.0,0.0,55,Bugbeer,6005,1
1893,1,19.0,3.0,60,Bugbeer,3042,0
1894,0,28.0,4.0,44,Beerbeer,8414,1
1895,0,1.0,1.0,12,Cola,7611,1
1896,0,43.0,1.0,60,Water,3218,1
1897,1,45.0,4.0,42,Cola,8945,1
1898,0,79.0,1.0,10,Water,6427,0
1899,0,77.0,4.0,55,Cola,6497,0
1900,0,51.0,5.0,16,Cola,6113,1
1901,1,22.0,5.0,58,Beerbeer,9639,1
1902,0,87.0,1.0,71,Fanta,7517,0
1903,1,55.0,4.0,52,Strong beer,7235,0
1904,1,26.0,5.0,29,Water,8947,1
1905,1,82.0,0.0,23,Water,8475,1
1906,1,20.0,4.0,55,Fanta,1050,1
1907,0,19.0,5.0,46,Strong beer,7706,1
1908,0,77.0,0.0,22,Beerbeer,7088,1
1909,0,90.0,5.0,52,Strong beer,540,0
1910,0,45.0,4.0,32,Water,3969,0
1911,1,30.0,0.0,77,Cola,4987,1
1912,0,8.0,2.4767078189300413,64,Strong beer,593,1
1913,1,60.0,0.0,10,Water,3869,0
1914,0,26.0,2.0,57,Cola,2936,0
1915,1,43.0,5.0,59,Cola,7445,0
1916,1,96.0,1.0,13,Fanta,4068,0
1917,0,41.0,5.0,20,Cola,326,0
1918,1,87.0,5.0,22,Bugbeer,2090,1
1919,0,64.0,5.0,40,Bugbeer,3902,1
1920,0,100.0,2.0,32,Fanta,4295,0
1921,1,4.0,4.0,52,Cola,3673,0
1922,0,21.0,0.0,44,Water,4665,0
1923,0,7.0,2.0,65,Fanta,2442,0
1924,0,41.0,4.0,30,Strong beer,2684,1
1925,0,76.0,5.0,24,Strong beer,790,1
1926,0,100.0,0.0,62,Water,7884,1
1927,0,100.0,4.0,16,Water,7016,0
1928,1,64.0,3.0,37,Beerbeer,4301,1
1929,0,28.0,2.0,46,Beerbeer,762,0
1930,0,6.0,2.0,72,Beerbeer,6684,0
1931,0,72.0,1.0,19,Fanta,3473,1
1932,0,100.0,1.0,18,Fanta,9567,1
1933,1,39.0,0.0,16,Fanta,5322,0
1934,1,30.0,2.0,45,Beerbeer,1802,1
1935,0,28.0,1.0,12,Cola,8148,0
1936,0,68.0,2.4767078189300413,32,Fanta,3461,1
1937,0,99.0,2.0,18,Cola,262,1
1938,1,100.0,4.0,50,Beerbeer,9657,0
1939,0,56.0,4.0,33,Fanta,8362,1
1940,0,3.0,0.0,57,Bugbeer,9755,1
1941,1,34.0,2.4767078189300413,78,Strong beer,3378,0
1942,0,65.0,5.0,77,Fanta,9332,1
1943,1,55.0,0.0,69,Fanta,6434,0
1944,0,59.0,3.0,80,Fanta,8580,1
1945,0,69.0,3.0,67,Water,9758,0
1946,1,50.0,2.4767078189300413,54,Cola,707,1
1947,1,39.0,1.0,19,Fanta,6651,1
1948,0,31.0,5.0,41,Beerbeer,5934,1
1949,0,41.0,4.0,74,Bugbeer,8275,0
1950,0,92.0,5.0,12,Cola,6580,1
1951,0,14.0,5.0,21,Fanta,2469,1
1952,0,65.0,1.0,20,Fanta,2359,1
1953,1,83.0,5.0,37,Beerbeer,792,1
1954,0,19.0,4.0,78,Cola,6395,1
1955,1,63.0,4.0,48,Cola,5214,0
1956,1,80.0,5.0,70,Fanta,4062,1
1957,0,100.0,0.0,45,Water,5413,1
1958,0,47.0,3.0,19,Fanta,6513,1
1959,1,83.0,1.0,29,Cola,5066,1
1960,1,97.0,1.0,11,Cola,813,1
1961,0,52.0,2.0,33,Cola,6898,1
1962,1,100.0,4.0,75,Cola,14,1
1963,1,6.0,2.4767078189300413,32,Bugbeer,808,1
1964,1,10.0,1.0,77,Water,5985,0
1965,0,74.0,0.0,27,Beerbeer,5145,0
1966,1,63.0,1.0,18,Water,6874,0
1967,0,92.0,3.0,73,Cola,3235,1
1968,0,61.0,2.4767078189300413,64,Water,5791,1
1969,1,78.0,0.0,28,Water,2958,1
1970,1,38.0,0.0,57,Water,1854,1
1971,1,43.0,3.0,73,Fanta,6319,1
1972,0,60.0,3.0,62,Strong beer,4731,1
1973,0,79.0,3.0,48,Cola,260,1
1974,1,97.0,0.0,41,Strong beer,1222,0
1975,0,100.0,0.0,34,Strong beer,7333,0
1976,0,67.0,3.0,59,Bugbeer,6138,0
1977,0,53.0,5.0,14,Cola,7070,1
1978,0,81.0,2.0,34,Fanta,7508,1
1979,0,88.0,2.0,42,Strong beer,5006,0
1980,0,4.0,4.0,25,Cola,8743,1
1981,1,51.0,4.0,79,Cola,3035,1
1982,1,77.0,4.0,23,Fanta,7973,1
1983,0,12.0,2.0,58,Beerbeer,9910,1
1984,1,44.0,5.0,32,Beerbeer,2210,1
1985,1,71.0,3.0,59,Beerbeer,6323,1
1986,0,70.0,0.0,71,Fanta,2524,1
1987,1,72.0,3.0,27,Water,8874,0
1988,1,91.0,4.0,10,Cola,722,1
1989,0,100.0,2.4767078189300413,66,Water,8594,1
1990,1,0.0,4.0,24,Fanta,3462,1
1991,0,6.0,0.0,54,Fanta,7327,1
1992,0,41.0,2.0,13,Water,4477,0
1993,1,30.0,2.0,54,Cola,2517,0
1994,0,80.0,4.0,72,Water,8344,0
1995,0,42.0,0.0,79,Beerbeer,4158,0
1996,0,23.0,5.0,34,Beerbeer,4315,1
1997,0,69.0,1.0,15,Cola,8840,1
1998,0,88.0,0.0,49,Beerbeer,1248,0
1999,1,21.0,1.0,44,Cola,4957,0
2000,1,0.0,4.0,28,Water,6140,1
2001,0,52.0,2.4767078189300413,53,Beerbeer,8751,0
2002,0,43.0,2.4767078189300413,28,Beerbeer,1369,1
2003,0,40.0,5.0,71,Strong beer,9255,1
2004,0,47.0,2.0,46,Water,6212,1
2005,0,7.0,4.0,62,Beerbeer,7889,1
2006,1,36.0,1.0,39,Beerbeer,2102,1
2007,0,42.0,0.0,34,Cola,1361,1
2008,1,87.0,4.0,22,Fanta,5890,0
2009,0,47.0,3.0,71,Water,59,1
2010,0,40.0,4.0,54,Strong beer,6984,0
2011,0,39.0,2.0,33,Fanta,5520,0
2012,1,100.0,5.0,64,Water,4058,1
2013,0,7.0,0.0,22,Cola,355,0
2014,1,31.0,5.0,73,Beerbeer,4961,1
2015,0,0.0,3.0,69,Strong beer,6223,1
2016,0,92.0,4.0,23,Bugbeer,599,1
2017,1,11.0,2.0,10,Water,737,0
2018,1,82.0,2.0,44,Strong beer,361,0
2019,1,51.0,2.0,48,Beerbeer,3930,0
2020,0,99.0,0.0,65,Strong beer,9178,1
2021,1,92.0,5.0,31,Cola,2569,1
2022,1,63.0,5.0,23,Strong beer,2638,1
2023,0,86.0,5.0,50,Bugbeer,4778,0
2024,0,85.0,4.0,15,Cola,397,0
2025,0,7.0,2.0,41,Bugbeer,8644,0
2026,0,1.0,0.0,45,Beerbeer,9909,1
2027,1,94.0,3.0,73,Fanta,3353,1
2028,1,62.0,3.0,60,Strong beer,1977,1
2029,0,19.0,4.0,46,Fanta,6963,0
2030,1,73.0,0.0,73,Fanta,3633,0
2031,0,7.0,5.0,51,Bugbeer,6524,0
2032,0,1.0,0.0,42,Cola,3106,1
2033,0,22.0,2.0,80,Beerbeer,8445,0
2034,1,31.0,2.0,71,Fanta,3143,0
2035,0,32.0,5.0,13,Water,4570,1
2036,1,9.0,5.0,64,Bugbeer,9431,0
2037,0,88.0,4.0,74,Strong beer,1023,1
2038,1,32.0,3.0,78,Cola,1418,0
2039,0,33.0,3.0,72,Water,4350,0
2040,1,42.0,1.0,26,Water,4699,1
2041,1,47.0,2.4767078189300413,25,Bugbeer,1684,0
2042,0,94.0,5.0,71,Bugbeer,4176,1
2043,0,49.0,4.0,48,Water,7740,1
2044,1,39.0,2.0,29,Bugbeer,8319,0
2045,0,21.0,2.4767078189300413,65,Water,1869,0
2046,1,37.0,1.0,21,Fanta,5113,1
2047,0,38.0,1.0,73,Bugbeer,8323,0
2048,0,56.0,2.4767078189300413,30,Bugbeer,8540,0
2049,0,54.0,5.0,35,Cola,9711,1
2050,1,22.0,1.0,24,Strong beer,8285,0
2051,0,89.0,3.0,10,Fanta,5268,1
2052,1,77.0,5.0,43,Bugbeer,8596,1
2053,1,70.0,2.4767078189300413,39,Cola,4405,1
2054,1,28.0,3.0,60,Cola,6334,0
2055,0,95.0,0.0,13,Fanta,2640,0
2056,0,11.0,3.0,23,Strong beer,1589,0
2057,0,82.0,3.0,68,Strong beer,9628,1
2058,0,83.0,2.0,24,Water,9563,1
2059,1,6.0,1.0,15,Fanta,184,0
2060,0,21.0,2.4767078189300413,14,Water,4604,1
2061,1,100.0,1.0,75,Fanta,5440,0
2062,0,57.0,5.0,32,Cola,8359,1
2063,1,19.0,3.0,65,Fanta,825,1
2064,1,50.0,2.4767078189300413,13,Cola,5957,1
2065,1,61.0,3.0,58,Water,8489,0
2066,1,62.0,2.0,56,Cola,7462,0
2067,1,4.0,5.0,41,Bugbeer,4199,1
2068,1,18.0,4.0,37,Cola,9046,0
2069,0,40.0,2.0,55,Beerbeer,6066,0
2070,1,35.0,2.4767078189300413,41,Cola,631,1
2071,1,45.0,3.0,34,Strong beer,1922,1
2072,0,18.0,3.0,13,Water,3841,1
2073,1,53.0,5.0,73,Water,4687,0
2074,1,61.0,0.0,25,Strong beer,8683,0
2075,1,8.0,3.0,66,Fanta,8266,1
2076,0,26.0,5.0,17,Cola,6313,1
2077,0,54.0,4.0,38,Bugbeer,4622,1
2078,1,60.0,4.0,67,Cola,8371,0
2079,1,29.0,4.0,80,Bugbeer,5408,1
2080,0,62.0,1.0,28,Fanta,6279,0
2081,1,19.0,5.0,38,Strong beer,9328,1
2082,0,6.0,4.0,20,Fanta,6324,0
2083,0,63.0,5.0,39,Water,8741,1
2084,0,74.0,1.0,53,Beerbeer,9965,1
2085,1,74.0,3.0,47,Beerbeer,6965,1
2086,1,72.0,3.0,59,Cola,22,0
2087,0,23.0,2.4767078189300413,79,Strong beer,8718,1
2088,1,8.0,2.0,24,Beerbeer,4351,0
2089,1,0.0,5.0,20,Water,2699,1
2090,1,44.0,2.0,51,Bugbeer,7283,0
2091,0,54.0,4.0,33,Beerbeer,849,1
2092,1,63.0,4.0,73,Bugbeer,3826,0
2093,1,80.0,3.0,74,Water,5303,1
2094,1,24.0,4.0,68,Fanta,9613,0
2095,1,23.0,3.0,76,Cola,1190,1
2096,1,66.0,2.4767078189300413,38,Cola,5600,1
2097,1,32.0,3.0,48,Cola,1968,0
2098,0,78.0,0.0,52,Fanta,7036,0
2099,1,66.0,4.0,27,Fanta,9109,1
2100,0,32.0,3.0,22,Water,9349,0
2101,0,52.0,3.0,28,Cola,5968,1
2102,0,53.0,1.0,66,Strong beer,7416,0
2103,1,75.0,0.0,45,Fanta,6863,1
2104,0,40.0,2.0,15,Fanta,6755,1
2105,1,22.0,5.0,77,Beerbeer,2860,0
2106,1,11.0,0.0,34,Fanta,3579,0
2107,0,88.0,2.4767078189300413,64,Strong beer,7512,1
2108,1,25.0,2.0,74,Cola,1889,1
2109,0,40.0,4.0,38,Cola,4835,1
2110,1,82.0,5.0,78,Fanta,2199,0
2111,1,64.0,5.0,75,Beerbeer,4380,0
2112,0,0.0,3.0,48,Water,3185,1
2113,0,23.0,1.0,28,Bugbeer,8478,1
2114,0,93.0,3.0,77,Bugbeer,4977,1
2115,0,63.0,2.4767078189300413,19,Cola,9063,0
2116,1,22.0,5.0,47,Strong beer,643,1
2117,0,18.0,3.0,29,Bugbeer,7098,0
2118,0,23.0,3.0,19,Cola,2365,1
2119,1,61.0,3.0,69,Beerbeer,5758,0
2120,1,37.0,0.0,66,Cola,1111,0
2121,1,67.0,3.0,37,Water,2400,1
2122,1,29.0,5.0,71,Water,4489,1
2123,0,8.0,0.0,50,Cola,3427,1
2124,0,64.0,5.0,34,Bugbeer,6949,1
2125,0,10.0,1.0,56,Beerbeer,3505,1
2126,1,74.0,4.0,66,Fanta,4168,0
2127,1,52.0,1.0,24,Beerbeer,2605,1
2128,0,61.0,5.0,75,Strong beer,369,0
2129,1,19.0,3.0,70,Fanta,7961,0
2130,0,44.0,2.0,42,Cola,9374,1
2131,0,19.0,2.0,26,Strong beer,2017,1
2132,0,65.0,2.0,25,Cola,2405,0
2133,1,86.0,2.4767078189300413,19,Water,4047,0
2134,0,44.0,5.0,45,Cola,6001,1
2135,0,79.0,2.0,55,Bugbeer,7438,1
2136,1,0.0,2.0,31,Strong beer,5580,1
2137,0,45.0,4.0,54,Bugbeer,5513,0
2138,0,75.0,0.0,39,Beerbeer,5155,1
2139,0,32.0,2.0,28,Strong beer,2745,1
2140,0,56.0,1.0,53,Cola,8025,0
2141,0,91.0,4.0,52,Fanta,7443,0
2142,0,99.0,3.0,79,Cola,180,1
2143,0,47.0,4.0,78,Beerbeer,9213,0
2144,1,45.0,2.0,59,Water,7246,0
2145,1,49.0,4.0,22,Cola,7581,1
2146,0,18.0,4.0,74,Cola,9993,0
2147,1,54.0,0.0,79,Bugbeer,4907,1
2148,0,62.0,3.0,54,Cola,6730,1
2149,0,27.0,2.0,44,Strong beer,3437,1
2150,1,19.0,1.0,77,Bugbeer,9056,1
2151,0,87.0,5.0,74,Beerbeer,4963,1
2152,0,1.0,1.0,39,Fanta,845,1
2153,0,88.0,0.0,31,Water,6413,0
2154,0,52.0,1.0,54,Cola,4378,0
2155,0,95.0,2.0,44,Fanta,6821,0
2156,1,69.0,5.0,37,Fanta,7440,0
2157,1,38.0,1.0,20,Water,4738,0
2158,0,71.0,2.4767078189300413,45,Cola,1805,1
2159,1,70.0,0.0,10,Water,1416,0
2160,0,66.0,3.0,42,Water,587,1
2161,1,58.0,4.0,80,Water,2893,1
2162,1,20.0,3.0,17,Fanta,5215,1
2163,1,38.0,1.0,48,Bugbeer,5833,1
2164,0,18.0,0.0,52,Fanta,4484,0
2165,1,100.0,5.0,45,Cola,7122,1
2166,0,38.0,3.0,52,Cola,1167,0
2167,1,25.0,2.0,59,Cola,8442,0
2168,1,42.0,2.4767078189300413,57,Strong beer,4106,1
2169,1,43.0,2.0,42,Strong beer,1477,1
2170,1,28.0,2.4767078189300413,31,Water,5864,0
2171,1,42.0,1.0,54,Fanta,9270,0
2172,0,57.0,3.0,43,Cola,2132,1
2173,0,88.0,0.0,51,Strong beer,7245,1
2174,1,38.0,3.0,61,Bugbeer,2694,0
2175,1,100.0,2.4767078189300413,75,Bugbeer,4017,0
2176,1,45.0,0.0,44,Water,1465,0
2177,1,100.0,2.0,63,Strong beer,3292,0
2178,0,28.0,4.0,69,Strong beer,9330,1
2179,0,75.0,3.0,69,Cola,5951,1
2180,0,23.0,0.0,46,Fanta,7635,0
2181,0,75.0,4.0,49,Bugbeer,269,1
2182,1,23.0,2.0,13,Water,9129,0
2183,0,70.0,4.0,65,Fanta,9000,1
2184,0,97.0,4.0,77,Beerbeer,4052,0
2185,0,9.0,5.0,76,Strong beer,160,0
2186,1,49.0,0.0,20,Cola,3834,1
2187,1,22.0,0.0,75,Beerbeer,7669,0
2188,0,64.0,5.0,14,Cola,3096,1
2189,0,64.0,1.0,79,Bugbeer,2548,1
2190,1,63.0,1.0,50,Beerbeer,8552,0
2191,1,53.0,0.0,58,Cola,4116,0
2192,0,92.0,0.0,49,Water,771,1
2193,0,99.0,2.0,28,Water,5525,1
2194,1,26.0,1.0,73,Cola,2369,1
2195,0,40.0,4.0,17,Water,385,1
2196,0,95.0,2.4767078189300413,43,Fanta,3726,1
2197,1,42.0,0.0,53,Beerbeer,1540,1
2198,1,84.0,0.0,28,Beerbeer,1710,0
2199,1,22.0,5.0,30,Fanta,1530,0
2200,0,2.0,2.0,23,Bugbeer,9712,1
2201,1,66.0,3.0,35,Strong beer,8631,1
2202,1,59.0,4.0,61,Strong beer,2662,1
2203,0,37.0,1.0,43,Water,3195,1
2204,1,57.0,0.0,78,Cola,3363,0
2205,0,59.0,0.0,40,Strong beer,4789,0
2206,1,6.0,4.0,44,Cola,5944,1
2207,0,8.0,3.0,67,Water,318,1
2208,1,100.0,2.4767078189300413,50,Fanta,9777,1
2209,1,25.0,1.0,10,Water,64,0
2210,1,28.0,2.4767078189300413,77,Water,3850,1
2211,0,5.0,5.0,13,Cola,754,1
2212,1,95.0,0.0,39,Cola,8986,0
2213,1,83.0,1.0,43,Cola,5852,1
2214,0,100.0,5.0,73,Bugbeer,1068,1
2215,0,46.0,4.0,20,Water,5612,1
2216,0,3.0,0.0,13,Fanta,2698,1
2217,1,100.0,3.0,72,Bugbeer,1329,0
2218,1,40.0,1.0,25,Fanta,6642,1
2219,0,38.0,2.4767078189300413,51,Cola,9351,1
2220,0,37.0,1.0,72,Beerbeer,3142,1
2221,1,9.0,0.0,55,Cola,3699,0
2222,0,9.0,5.0,26,Fanta,4553,0
2223,0,28.0,0.0,42,Fanta,1567,1
2224,0,33.0,2.0,65,Strong beer,5405,1
2225,0,79.0,2.4767078189300413,53,Beerbeer,3417,0
2226,0,72.0,2.4767078189300413,18,Fanta,5552,0
2227,0,72.0,2.0,70,Fanta,9239,0
2228,0,5.0,0.0,79,Bugbeer,605,0
2229,0,25.0,3.0,56,Water,3110,1
2230,0,5.0,2.4767078189300413,30,Bugbeer,5625,1
2231,0,100.0,3.0,52,Cola,6472,0
2232,0,6.0,1.0,26,Strong beer,1945,0
2233,1,84.0,3.0,60,Cola,5221,1
2234,1,37.0,0.0,71,Strong beer,7882,1
2235,0,63.0,0.0,16,Cola,3203,1
2236,0,19.0,5.0,78,Beerbeer,2385,1
2237,0,27.0,2.4767078189300413,32,Strong beer,2108,0
2238,0,28.0,5.0,36,Beerbeer,9739,1
2239,1,21.0,5.0,31,Fanta,198,0
2240,0,33.0,1.0,42,Bugbeer,6801,1
2241,1,54.0,3.0,51,Water,3732,1
2242,0,9.0,1.0,41,Water,1929,0
2243,1,100.0,5.0,24,Bugbeer,5963,1
2244,1,54.0,1.0,37,Bugbeer,1262,1
2245,1,6.0,2.0,79,Strong beer,9789,1
2246,0,31.0,4.0,65,Bugbeer,4273,1
2247,1,21.0,5.0,14,Water,4367,1
2248,0,51.0,4.0,15,Cola,1928,1
2249,1,95.0,4.0,25,Water,5535,0
2250,1,22.0,0.0,80,Bugbeer,5211,1
2251,1,91.0,5.0,35,Bugbeer,7251,1
2252,0,19.0,1.0,63,Water,1982,1
2253,0,2.0,0.0,59,Water,7618,1
2254,0,21.0,0.0,63,Cola,4247,1
2255,0,9.0,0.0,52,Bugbeer,1607,1
2256,0,20.0,0.0,20,Water,739,1
2257,0,61.0,5.0,26,Beerbeer,2433,1
2258,1,95.0,5.0,62,Strong beer,8558,1
2259,1,26.0,4.0,48,Bugbeer,1667,1
2260,0,64.0,3.0,56,Strong beer,7266,1
2261,1,23.0,4.0,75,Water,4515,1
2262,1,8.0,3.0,37,Fanta,1578,1
2263,0,25.0,0.0,33,Strong beer,2677,0
2264,1,1.0,1.0,71,Cola,2221,0
2265,1,64.0,1.0,29,Beerbeer,2488,0
2266,0,97.0,0.0,44,Cola,2464,0
2267,1,79.0,0.0,61,Bugbeer,3370,1
2268,1,6.0,3.0,36,Bugbeer,2781,1
2269,1,25.0,3.0,12,Fanta,1319,1
2270,1,34.0,2.0,34,Bugbeer,3678,0
2271,0,16.0,1.0,17,Fanta,7336,0
2272,0,51.0,2.0,74,Cola,5665,0
2273,0,47.0,4.0,30,Strong beer,4013,1
2274,1,68.0,3.0,32,Beerbeer,8998,0
2275,1,75.0,5.0,79,Fanta,9315,0
2276,0,21.0,2.0,79,Beerbeer,1849,1
2277,1,76.0,2.0,15,Fanta,8642,0
2278,0,73.0,5.0,17,Fanta,3229,1
2279,0,5.0,4.0,38,Fanta,8992,1
2280,1,98.0,0.0,71,Fanta,9621,0
2281,0,82.0,1.0,66,Bugbeer,6128,0
2282,1,1.0,2.0,37,Beerbeer,3598,1
2283,1,91.0,5.0,17,Fanta,9633,1
2284,0,88.0,5.0,13,Fanta,6006,1
2285,1,53.0,2.4767078189300413,35,Cola,8019,1
2286,1,82.0,0.0,16,Fanta,7066,0
2287,1,84.0,4.0,24,Beerbeer,9084,1
2288,0,30.0,4.0,29,Cola,8592,1
2289,0,14.0,5.0,58,Cola,6226,0
2290,1,91.0,2.0,21,Water,9764,0
2291,1,59.0,0.0,58,Beerbeer,6088,0
2292,0,0.0,0.0,18,Water,2644,1
2293,0,60.0,2.0,37,Water,9488,1
2294,0,91.0,5.0,74,Strong beer,1707,1
2295,0,74.0,4.0,39,Cola,6441,1
2296,1,0.0,2.4767078189300413,19,Water,3289,1
2297,0,68.0,1.0,14,Cola,6859,1
2298,0,82.0,1.0,24,Strong beer,4348,0
2299,1,71.0,5.0,44,Beerbeer,8707,1
2300,1,66.0,4.0,75,Fanta,3365,0
2301,0,3.0,3.0,13,Water,3906,0
2302,0,85.0,2.4767078189300413,62,Beerbeer,5002,1
2303,1,13.0,5.0,20,Water,9143,1
2304,1,19.0,3.0,76,Bugbeer,9238,0
2305,0,100.0,3.0,13,Cola,6770,1
2306,1,0.0,1.0,48,Beerbeer,5820,1
2307,0,23.0,4.0,22,Bugbeer,3175,1
2308,0,100.0,3.0,79,Fanta,6569,0
2309,0,83.0,5.0,52,Cola,7905,0
2310,1,20.0,1.0,17,Fanta,1099,0
2311,0,45.0,0.0,78,Beerbeer,3272,0
2312,0,4.0,5.0,56,Fanta,2908,1
2313,0,11.0,5.0,45,Strong beer,5732,1
2314,1,96.0,5.0,37,Cola,3015,1
2315,1,52.0,4.0,45,Water,4873,0
2316,1,16.0,2.4767078189300413,53,Fanta,3739,1
2317,1,96.0,0.0,39,Strong beer,9640,1
2318,1,48.0,5.0,70,Beerbeer,2840,1
2319,0,61.0,4.0,44,Water,5414,1
2320,0,90.0,5.0,24,Bugbeer,3559,1
2321,0,48.0,1.0,78,Strong beer,5536,1
2322,0,9.0,2.0,56,Fanta,2216,0
2323,1,35.0,5.0,74,Strong beer,249,0
2324,0,36.0,2.4767078189300413,60,Cola,5348,0
2325,0,29.0,2.0,43,Beerbeer,8333,0
2326,0,3.0,2.0,45,Cola,8472,1
2327,0,38.0,2.0,13,Water,3991,1
2328,1,67.0,3.0,56,Strong beer,2817,0
2329,0,22.0,5.0,21,Fanta,2323,0
2330,0,17.0,2.4767078189300413,43,Fanta,1132,1
2331,1,81.0,4.0,78,Bugbeer,5824,1
2332,0,61.0,1.0,44,Water,4143,1
2333,1,30.0,0.0,25,Water,8560,1
2334,1,17.0,2.4767078189300413,62,Bugbeer,1543,1
2335,1,45.0,2.0,41,Bugbeer,7295,0
2336,0,93.0,4.0,27,Bugbeer,2455,1
2337,0,69.0,1.0,77,Beerbeer,214,1
2338,0,75.0,4.0,42,Bugbeer,6227,1
2339,0,40.0,0.0,27,Bugbeer,1568,1
2340,0,43.0,3.0,61,Strong beer,6767,1
2341,1,70.0,2.4767078189300413,75,Water,5703,0
2342,0,87.0,5.0,60,Cola,7121,1
2343,0,45.0,5.0,28,Strong beer,2220,1
2344,1,89.0,2.0,33,Water,2615,0
2345,1,100.0,5.0,32,Beerbeer,8468,1
2346,0,96.0,3.0,63,Bugbeer,1742,1
2347,1,79.0,0.0,36,Beerbeer,1320,0
2348,0,56.0,3.0,74,Strong beer,6104,1
2349,1,94.0,3.0,31,Fanta,7458,1
2350,1,48.0,1.0,58,Bugbeer,8408,0
2351,0,87.0,3.0,79,Strong beer,8497,1
2352,1,44.0,2.0,14,Cola,6514,0
2353,0,23.0,4.0,63,Beerbeer,3154,1
2354,0,32.0,2.4767078189300413,59,Fanta,8141,1
2355,0,50.0,2.4767078189300413,37,Beerbeer,6739,0
2356,0,26.0,1.0,72,Bugbeer,9290,1
2357,1,60.0,5.0,31,Bugbeer,4614,1
2358,0,72.0,2.0,49,Cola,1970,0
2359,0,95.0,1.0,48,Cola,7488,1
2360,1,99.0,5.0,44,Strong beer,5225,1
2361,1,4.0,0.0,80,Fanta,2514,1
2362,0,73.0,0.0,69,Bugbeer,5872,1
2363,1,52.0,2.4767078189300413,63,Fanta,5242,0
2364,1,91.0,4.0,57,Beerbeer,6918,1
2365,1,86.0,2.0,17,Cola,9751,1
2366,0,31.0,0.0,41,Bugbeer,4396,0
2367,1,16.0,2.4767078189300413,73,Fanta,2639,1
2368,1,97.0,2.4767078189300413,32,Strong beer,9929,0
2369,0,51.0,0.0,77,Beerbeer,9696,0
2370,0,9.0,5.0,41,Fanta,7021,1
2371,0,82.0,4.0,38,Bugbeer,1771,1
2372,1,53.0,5.0,51,Water,7372,1
2373,0,81.0,0.0,52,Cola,9043,1
2374,1,43.0,0.0,78,Strong beer,9166,0
2375,1,27.0,2.4767078189300413,56,Bugbeer,4984,1
2376,0,78.0,1.0,67,Cola,6771,1
2377,1,14.0,2.0,61,Bugbeer,1158,0
2378,1,18.0,0.0,69,Cola,1546,1
2379,0,50.0,0.0,36,Bugbeer,4714,0
2380,1,92.0,5.0,71,Beerbeer,4341,1
2381,1,6.0,0.0,11,Cola,5713,1
2382,0,36.0,1.0,40,Strong beer,9095,0
2383,1,44.0,2.0,36,Bugbeer,5554,1
2384,0,56.0,3.0,27,Fanta,4345,0
2385,0,36.0,3.0,55,Fanta,5976,1
2386,1,71.0,3.0,48,Beerbeer,3905,0
2387,0,64.0,2.0,30,Bugbeer,8233,1
2388,0,99.0,5.0,75,Strong beer,8888,1
2389,1,48.0,2.4767078189300413,80,Bugbeer,5843,1
2390,1,4.0,2.4767078189300413,64,Bugbeer,3114,1
2391,1,24.0,4.0,79,Beerbeer,9918,1
2392,1,86.0,3.0,23,Water,8674,0
2393,1,84.0,0.0,58,Fanta,6979,1
2394,1,76.0,3.0,70,Bugbeer,6505,0
2395,0,14.0,2.0,13,Cola,7309,0
2396,0,78.0,3.0,30,Cola,9168,1
2397,0,24.0,5.0,72,Fanta,6798,0
2398,0,22.0,3.0,19,Fanta,7043,1
2399,0,18.0,5.0,15,Cola,350,1
2400,1,100.0,3.0,19,Cola,7156,1
2401,0,48.0,4.0,37,Water,2714,1
2402,1,40.0,2.4767078189300413,17,Cola,3065,0
2403,0,61.0,1.0,31,Strong beer,2931,1
2404,0,88.0,3.0,28,Beerbeer,5771,0
2405,0,74.0,2.0,13,Fanta,2767,0
2406,0,36.0,4.0,74,Fanta,1998,1
2407,0,35.0,0.0,30,Cola,7916,1
2408,0,99.0,2.0,41,Fanta,9013,0
2409,0,6.0,4.0,61,Water,4572,1
2410,0,27.0,2.4767078189300413,17,Cola,6168,0
2411,1,68.0,2.4767078189300413,23,Water,7544,1
2412,1,86.0,2.0,71,Fanta,8783,0
2413,1,66.0,4.0,11,Cola,9336,1
2414,0,21.0,0.0,32,Cola,8351,1
2415,0,77.0,1.0,54,Strong beer,7299,1
2416,0,47.0,1.0,72,Cola,2073,0
2417,1,61.0,1.0,52,Bugbeer,1663,1
2418,0,22.0,0.0,26,Water,1052,1
2419,1,74.0,1.0,14,Cola,8519,0
2420,1,97.0,1.0,24,Beerbeer,7993,1
2421,0,83.0,0.0,21,Cola,8760,0
2422,1,14.0,3.0,27,Strong beer,5437,0
2423,1,52.0,1.0,53,Strong beer,3030,0
2424,0,77.0,4.0,55,Water,2500,1
